Day,Weather,Exam_Day,Price,Food_Type,Demand
Saturday,Sunny,No,50,Meal,Low
Sunday,Cloudy,Yes,48,Beverage,High
Wednesday,Sunny,Yes,23,Beverage,High
Sunday,Rainy,No,32,Snack,Low
Saturday,Cloudy,Yes,39,Meal,High
Saturday,Sunny,Yes,57,Beverage,Low
Tuesday,Cloudy,No,52,Beverage,Low
Tuesday,Cloudy,Yes,27,Snack,High
Friday,Rainy,No,48,Beverage,High
Sunday,Rainy,Yes,33,Beverage,High
Friday,Rainy,Yes,30,Beverage,High
Saturday,Rainy,Yes,20,Beverage,High
Friday,Rainy,Yes,37,Beverage,High
Tuesday,Rainy,No,46,Beverage,High
Tuesday,Sunny,No,22,Beverage,High
Thursday,Sunny,Yes,36,Beverage,High
Wednesday,Cloudy,Yes,25,Meal,High
Wednesday,Rainy,Yes,23,Beverage,High
Wednesday,Rainy,Yes,38,Beverage,Low
Tuesday,Rainy,Yes,44,Meal,Low
Sunday,Rainy,No,35,Meal,High
Monday,Sunny,Yes,20,Snack,High
Monday,Rainy,No,59,Meal,Low
Friday,Rainy,Yes,49,Meal,Low
Sunday,Cloudy,Yes,36,Meal,High
Saturday,Rainy,No,35,Meal,High
Monday,Rainy,No,55,Beverage,Low
Friday,Sunny,No,34,Meal,Low
Thursday,Rainy,No,34,Meal,High
Sunday,Cloudy,Yes,47,Beverage,Low
Wednesday,Rainy,Yes,59,Snack,Low
Thursday,Rainy,Yes,46,Meal,Low
Thursday,Cloudy,No,54,Snack,Low
Tuesday,Sunny,No,29,Snack,Low
Monday,Sunny,No,57,Beverage,Low
Saturday,Sunny,No,20,Beverage,Low
Tuesday,Rainy,No,47,Snack,Low
Saturday,Rainy,Yes,34,Snack,High
Friday,Cloudy,No,58,Beverage,Low
Monday,Cloudy,Yes,44,Snack,High
Friday,Rainy,No,51,Meal,Low
Sunday,Sunny,Yes,31,Meal,High
Tuesday,Rainy,Yes,60,Beverage,Low
Thursday,Sunny,No,51,Beverage,Low
Sunday,Sunny,Yes,23,Beverage,High
Thursday,Cloudy,No,27,Snack,High
Sunday,Cloudy,No,60,Snack,Low
Wednesday,Sunny,Yes,41,Meal,Low
Sunday,Sunny,Yes,32,Beverage,High
Saturday,Cloudy,Yes,27,Snack,High
Wednesday,Rainy,No,56,Meal,Low
Wednesday,Cloudy,No,23,Snack,High
Friday,Rainy,No,24,Meal,Low
Sunday,Sunny,Yes,43,Beverage,Low
Tuesday,Rainy,Yes,60,Beverage,Low
Monday,Sunny,No,58,Snack,Low
Sunday,Sunny,Yes,37,Meal,High
Tuesday,Sunny,No,30,Beverage,High
Friday,Rainy,Yes,47,Meal,Low
Thursday,Cloudy,No,59,Snack,Low
Monday,Cloudy,Yes,47,Snack,Low
Thursday,Sunny,Yes,41,Snack,Low
Sunday,Sunny,Yes,37,Snack,High
Tuesday,Sunny,Yes,25,Snack,High
Saturday,Sunny,Yes,34,Beverage,High
Tuesday,Cloudy,Yes,25,Beverage,High
Thursday,Cloudy,Yes,30,Snack,High
Monday,Sunny,No,23,Meal,Low
Friday,Sunny,No,34,Snack,High
Friday,Rainy,No,35,Meal,High
Saturday,Sunny,No,30,Beverage,Low
Wednesday,Cloudy,Yes,42,Meal,High
Friday,Sunny,No,28,Snack,Low
Thursday,Cloudy,Yes,31,Meal,High
Thursday,Sunny,No,44,Meal,High
Sunday,Rainy,No,49,Beverage,High
Sunday,Sunny,Yes,40,Snack,Low
Wednesday,Sunny,No,31,Beverage,Low
Saturday,Rainy,No,53,Snack,Low
Friday,Cloudy,No,31,Beverage,High
Wednesday,Cloudy,Yes,46,Beverage,High
Sunday,Cloudy,No,52,Snack,Low
Thursday,Rainy,No,53,Meal,Low
Tuesday,Sunny,Yes,30,Beverage,High
Saturday,Sunny,Yes,28,Beverage,High
Sunday,Sunny,Yes,46,Meal,Low
Monday,Sunny,No,53,Beverage,Low
Sunday,Cloudy,Yes,26,Snack,High
Thursday,Rainy,Yes,32,Snack,High
Friday,Sunny,No,34,Beverage,Low
Saturday,Rainy,No,51,Snack,Low
Monday,Rainy,No,57,Meal,Low
Thursday,Cloudy,Yes,34,Snack,High
Saturday,Cloudy,No,24,Snack,Low
Tuesday,Sunny,No,38,Meal,Low
Thursday,Cloudy,Yes,35,Snack,High
Monday,Sunny,Yes,58,Snack,Low
Tuesday,Sunny,Yes,43,Meal,Low
Tuesday,Cloudy,No,48,Snack,High
Friday,Rainy,No,43,Beverage,Low
Monday,Sunny,Yes,53,Meal,Low
Tuesday,Cloudy,Yes,27,Beverage,High
Monday,Sunny,No,29,Meal,High
Saturday,Sunny,No,54,Beverage,Low
Saturday,Sunny,Yes,38,Snack,High
Saturday,Rainy,Yes,38,Beverage,Low
Sunday,Sunny,Yes,24,Snack,High
Tuesday,Rainy,Yes,39,Beverage,High
Friday,Cloudy,No,57,Beverage,Low
Saturday,Sunny,Yes,25,Beverage,High
Wednesday,Rainy,No,47,Beverage,High
Sunday,Sunny,Yes,35,Beverage,High
Tuesday,Cloudy,No,52,Snack,Low
Thursday,Sunny,Yes,43,Meal,Low
Sunday,Sunny,Yes,58,Meal,Low
Tuesday,Cloudy,Yes,51,Meal,Low
Tuesday,Cloudy,No,57,Meal,Low
Friday,Sunny,Yes,39,Snack,High
Wednesday,Sunny,No,49,Beverage,High
Tuesday,Sunny,No,55,Snack,Low
Monday,Sunny,Yes,52,Beverage,Low
Wednesday,Rainy,Yes,34,Snack,High
Thursday,Rainy,No,21,Beverage,High
Monday,Cloudy,No,21,Snack,Low
Thursday,Sunny,Yes,43,Meal,High
Saturday,Cloudy,No,39,Beverage,Low
Wednesday,Rainy,Yes,56,Snack,Low
Thursday,Sunny,Yes,28,Meal,High
Monday,Cloudy,No,33,Snack,Low
Sunday,Cloudy,No,43,Beverage,Low
Monday,Sunny,Yes,38,Meal,High
Wednesday,Sunny,No,47,Meal,High
Saturday,Rainy,Yes,32,Meal,High
Sunday,Cloudy,Yes,48,Meal,High
Tuesday,Sunny,Yes,23,Snack,High
Saturday,Sunny,No,26,Snack,High
Wednesday,Rainy,Yes,35,Meal,High
Saturday,Sunny,No,24,Snack,Low
Wednesday,Sunny,No,45,Meal,Low
Friday,Rainy,Yes,37,Meal,High
Friday,Sunny,No,59,Beverage,Low
Sunday,Cloudy,No,56,Snack,Low
Thursday,Cloudy,Yes,26,Beverage,High
Sunday,Rainy,Yes,59,Meal,Low
Friday,Rainy,No,30,Beverage,High
Monday,Sunny,Yes,25,Meal,High
Monday,Cloudy,No,50,Beverage,Low
Saturday,Sunny,No,52,Meal,Low
Tuesday,Cloudy,Yes,55,Snack,Low
Tuesday,Cloudy,No,45,Snack,Low
Monday,Cloudy,No,32,Beverage,High
Saturday,Rainy,No,58,Beverage,Low
Friday,Sunny,No,54,Snack,Low
Wednesday,Rainy,Yes,26,Snack,High
Thursday,Rainy,Yes,22,Beverage,High
Sunday,Sunny,No,48,Snack,High
Sunday,Cloudy,No,39,Beverage,Low
Friday,Rainy,Yes,43,Beverage,Low
Monday,Sunny,Yes,42,Meal,High
Friday,Rainy,Yes,54,Meal,Low
Thursday,Cloudy,No,47,Meal,High
Saturday,Cloudy,No,24,Snack,Low
Sunday,Sunny,No,22,Snack,High
Sunday,Rainy,No,42,Snack,Low
Friday,Rainy,No,44,Meal,High
Friday,Rainy,Yes,30,Beverage,High
Saturday,Rainy,No,30,Meal,Low
Saturday,Cloudy,Yes,51,Snack,Low
Friday,Cloudy,Yes,26,Snack,High
Wednesday,Sunny,No,28,Meal,Low
Monday,Cloudy,Yes,28,Meal,High
Tuesday,Cloudy,Yes,54,Meal,Low
Monday,Cloudy,Yes,33,Snack,High
Sunday,Rainy,No,54,Snack,Low
Monday,Sunny,No,31,Snack,Low
Sunday,Sunny,No,38,Meal,Low
Thursday,Cloudy,No,39,Beverage,Low
Sunday,Sunny,No,43,Meal,High
Thursday,Rainy,Yes,40,Beverage,High
Friday,Rainy,Yes,58,Snack,Low
Saturday,Cloudy,No,36,Snack,Low
Wednesday,Sunny,Yes,43,Meal,Low
Wednesday,Rainy,No,56,Snack,Low
Sunday,Sunny,Yes,30,Meal,High
Friday,Rainy,Yes,20,Meal,High
Tuesday,Rainy,Yes,50,Meal,High
Thursday,Sunny,No,50,Meal,High
Sunday,Sunny,Yes,38,Snack,Low
Saturday,Sunny,No,51,Snack,Low
Tuesday,Cloudy,Yes,36,Meal,High
Monday,Sunny,Yes,44,Snack,High
Wednesday,Cloudy,No,44,Meal,High
Friday,Rainy,No,35,Meal,High
Tuesday,Sunny,Yes,49,Beverage,High
Wednesday,Sunny,Yes,52,Snack,Low
Friday,Rainy,No,46,Snack,Low
Wednesday,Cloudy,Yes,36,Meal,Low
Wednesday,Cloudy,Yes,59,Snack,Low
Sunday,Sunny,No,39,Beverage,High
Wednesday,Cloudy,No,42,Beverage,High
Tuesday,Cloudy,No,51,Meal,Low
Sunday,Rainy,Yes,23,Meal,High
Sunday,Sunny,No,44,Meal,High
Saturday,Rainy,Yes,30,Beverage,High
Sunday,Sunny,No,40,Snack,High
Sunday,Rainy,Yes,45,Snack,Low
Friday,Sunny,No,60,Beverage,Low
Sunday,Sunny,Yes,47,Beverage,High
Friday,Rainy,Yes,45,Meal,High
Thursday,Sunny,Yes,26,Beverage,High
Thursday,Rainy,No,38,Meal,High
Tuesday,Rainy,Yes,32,Beverage,High
Friday,Sunny,No,26,Meal,High
Thursday,Rainy,No,44,Beverage,High
Monday,Sunny,No,24,Beverage,High
Saturday,Rainy,No,47,Snack,Low
Tuesday,Rainy,Yes,38,Beverage,Low
Thursday,Cloudy,Yes,26,Snack,High
Friday,Sunny,Yes,56,Snack,Low
Thursday,Rainy,Yes,39,Meal,Low
Monday,Cloudy,No,57,Snack,Low
Friday,Sunny,No,42,Beverage,Low
Sunday,Cloudy,Yes,42,Snack,Low
Saturday,Cloudy,No,29,Snack,Low
Tuesday,Cloudy,Yes,50,Meal,Low
Friday,Cloudy,Yes,29,Beverage,High
Thursday,Rainy,No,34,Meal,High
Wednesday,Sunny,No,43,Snack,Low
Thursday,Rainy,Yes,32,Meal,High
Wednesday,Cloudy,Yes,55,Meal,Low
Sunday,Cloudy,Yes,57,Snack,Low
Saturday,Sunny,No,34,Meal,Low
Wednesday,Rainy,Yes,44,Meal,High
Tuesday,Sunny,Yes,40,Beverage,Low
Tuesday,Rainy,Yes,30,Beverage,High
Tuesday,Rainy,Yes,34,Beverage,High
Sunday,Sunny,No,35,Meal,Low
Friday,Cloudy,Yes,51,Meal,Low
Monday,Rainy,Yes,49,Snack,Low
Sunday,Rainy,No,38,Meal,High
Wednesday,Sunny,No,33,Beverage,Low
Tuesday,Cloudy,Yes,23,Meal,High
Tuesday,Rainy,No,45,Beverage,Low
Sunday,Rainy,Yes,46,Meal,Low
Monday,Rainy,Yes,27,Meal,High
Monday,Sunny,No,56,Meal,Low
Friday,Rainy,No,20,Snack,Low
Saturday,Cloudy,Yes,34,Beverage,High
Monday,Cloudy,No,50,Beverage,Low
Thursday,Sunny,Yes,28,Meal,High
Thursday,Rainy,No,33,Beverage,Low
Friday,Cloudy,No,42,Beverage,High
Wednesday,Cloudy,No,60,Beverage,Low
Monday,Sunny,Yes,39,Meal,High
Saturday,Rainy,No,46,Beverage,High
Wednesday,Sunny,No,48,Snack,High
Tuesday,Sunny,Yes,39,Snack,Low
Tuesday,Cloudy,Yes,43,Beverage,High
Monday,Sunny,No,38,Meal,Low
Thursday,Sunny,No,49,Beverage,High
Thursday,Cloudy,No,24,Beverage,Low
Thursday,Rainy,No,25,Beverage,High
Friday,Sunny,Yes,38,Beverage,Low
Wednesday,Sunny,Yes,31,Meal,High
Monday,Sunny,No,49,Meal,High
Tuesday,Rainy,Yes,59,Beverage,Low
Monday,Cloudy,No,37,Meal,High
Friday,Cloudy,Yes,58,Snack,Low
Sunday,Cloudy,Yes,25,Beverage,High
Saturday,Rainy,Yes,44,Snack,Low
Thursday,Rainy,No,46,Snack,Low
Sunday,Cloudy,Yes,45,Meal,Low
Tuesday,Sunny,Yes,35,Beverage,High
Wednesday,Rainy,No,51,Beverage,Low
Monday,Sunny,Yes,45,Snack,Low
Saturday,Rainy,Yes,31,Meal,High
Tuesday,Rainy,No,24,Snack,Low
Wednesday,Rainy,Yes,59,Beverage,Low
Friday,Sunny,No,60,Snack,Low
Monday,Sunny,No,23,Snack,High
Monday,Rainy,No,34,Meal,Low
Monday,Cloudy,No,60,Meal,Low
Wednesday,Sunny,Yes,30,Snack,High
Tuesday,Sunny,Yes,57,Snack,Low
Tuesday,Rainy,No,38,Beverage,Low
Tuesday,Cloudy,No,39,Snack,High
Sunday,Cloudy,No,39,Snack,Low
Wednesday,Rainy,Yes,57,Meal,Low
Tuesday,Sunny,No,58,Snack,Low
Sunday,Sunny,No,60,Snack,Low
Wednesday,Sunny,No,37,Snack,Low
Wednesday,Rainy,Yes,58,Snack,Low
Wednesday,Cloudy,Yes,36,Meal,Low
Thursday,Cloudy,Yes,22,Snack,High
Saturday,Rainy,No,59,Snack,Low
Monday,Rainy,No,38,Meal,Low
Thursday,Cloudy,Yes,24,Snack,High
Monday,Sunny,No,47,Beverage,High
Tuesday,Rainy,Yes,55,Meal,Low
Saturday,Rainy,Yes,32,Snack,High
Friday,Cloudy,No,48,Beverage,High
Saturday,Sunny,Yes,40,Snack,Low
Thursday,Sunny,Yes,59,Snack,Low
Wednesday,Sunny,Yes,52,Beverage,Low
Sunday,Sunny,No,28,Meal,Low
Friday,Cloudy,Yes,57,Snack,Low
Sunday,Rainy,No,31,Beverage,Low
Thursday,Rainy,No,49,Meal,High
Tuesday,Sunny,No,21,Meal,Low
Thursday,Sunny,No,31,Snack,High
Saturday,Rainy,No,36,Snack,Low
Monday,Cloudy,Yes,39,Meal,High
Monday,Cloudy,No,45,Snack,Low
Thursday,Sunny,No,26,Meal,Low
Sunday,Sunny,Yes,37,Meal,Low
Tuesday,Rainy,Yes,54,Meal,Low
Friday,Rainy,No,24,Snack,Low
Sunday,Rainy,Yes,40,Snack,Low
Saturday,Sunny,Yes,37,Beverage,Low
Thursday,Sunny,No,60,Snack,Low
Thursday,Sunny,Yes,31,Meal,High
Wednesday,Cloudy,Yes,34,Meal,High
Tuesday,Sunny,Yes,24,Beverage,High
Tuesday,Sunny,No,39,Snack,Low
Thursday,Sunny,No,58,Meal,Low
Wednesday,Sunny,Yes,46,Meal,High
Wednesday,Rainy,Yes,29,Meal,High
Saturday,Sunny,Yes,20,Beverage,High
Friday,Cloudy,Yes,58,Beverage,Low
Sunday,Sunny,Yes,26,Meal,High
Monday,Cloudy,Yes,38,Meal,High
Monday,Cloudy,No,27,Beverage,High
Friday,Rainy,No,55,Snack,Low
Saturday,Cloudy,No,34,Beverage,Low
Monday,Sunny,Yes,41,Meal,Low
Tuesday,Cloudy,No,38,Meal,Low
Saturday,Rainy,Yes,38,Beverage,Low
Friday,Cloudy,Yes,33,Snack,High
Tuesday,Cloudy,Yes,36,Snack,High
Friday,Sunny,Yes,32,Snack,High
Tuesday,Cloudy,Yes,25,Meal,High
Thursday,Rainy,No,22,Snack,Low
Saturday,Sunny,Yes,56,Beverage,Low
Sunday,Rainy,No,44,Beverage,High
Friday,Sunny,Yes,52,Beverage,Low
Monday,Rainy,No,20,Snack,Low
Saturday,Sunny,Yes,48,Meal,Low
Tuesday,Rainy,No,59,Meal,Low
Monday,Cloudy,No,56,Meal,Low
Monday,Sunny,No,36,Snack,Low
Sunday,Cloudy,Yes,27,Beverage,High
Sunday,Rainy,No,51,Snack,Low
Wednesday,Cloudy,No,50,Beverage,High
Tuesday,Cloudy,No,46,Beverage,High
Wednesday,Sunny,Yes,39,Beverage,High
Friday,Sunny,No,43,Beverage,Low
Sunday,Rainy,No,33,Snack,Low
Sunday,Cloudy,No,59,Beverage,Low
Monday,Cloudy,No,49,Meal,Low
Sunday,Sunny,Yes,33,Meal,High
Saturday,Rainy,Yes,48,Snack,Low
Saturday,Cloudy,Yes,54,Beverage,Low
Saturday,Cloudy,No,26,Meal,Low
Sunday,Rainy,No,57,Snack,Low
Wednesday,Rainy,No,58,Beverage,Low
Sunday,Cloudy,Yes,38,Snack,Low
Wednesday,Sunny,Yes,20,Snack,High
Friday,Sunny,No,24,Snack,High
Wednesday,Sunny,No,36,Snack,Low
Sunday,Sunny,No,54,Meal,Low
Saturday,Cloudy,Yes,39,Beverage,High
Monday,Cloudy,No,31,Meal,High
Wednesday,Rainy,Yes,27,Snack,High
Wednesday,Cloudy,Yes,42,Meal,High
Saturday,Cloudy,No,31,Meal,Low
Sunday,Sunny,No,24,Snack,Low
Monday,Sunny,Yes,20,Meal,High
Friday,Rainy,Yes,40,Beverage,High
Thursday,Cloudy,Yes,39,Beverage,Low
Monday,Rainy,No,49,Beverage,High
Sunday,Sunny,No,49,Beverage,High
Wednesday,Rainy,Yes,22,Meal,High
Monday,Sunny,No,46,Snack,Low
Saturday,Rainy,Yes,29,Beverage,High
Saturday,Sunny,No,54,Beverage,Low
Sunday,Cloudy,Yes,46,Beverage,High
Tuesday,Rainy,No,53,Snack,Low
Saturday,Cloudy,Yes,56,Beverage,Low
Wednesday,Rainy,No,22,Beverage,High
Tuesday,Sunny,No,57,Beverage,Low
Sunday,Cloudy,No,49,Meal,Low
Saturday,Sunny,No,30,Meal,Low
Wednesday,Sunny,Yes,21,Snack,High
Saturday,Rainy,No,32,Meal,Low
Sunday,Sunny,Yes,21,Snack,High
Sunday,Cloudy,No,39,Snack,Low
Monday,Cloudy,Yes,25,Meal,High
Friday,Rainy,No,32,Snack,Low
Sunday,Rainy,Yes,39,Beverage,High
Saturday,Sunny,Yes,52,Beverage,Low
Saturday,Sunny,No,30,Meal,High
Monday,Sunny,Yes,58,Snack,Low
Monday,Cloudy,No,28,Snack,High
Sunday,Rainy,No,24,Snack,Low
Sunday,Rainy,No,23,Meal,Low
Sunday,Cloudy,Yes,53,Meal,Low
Wednesday,Cloudy,No,23,Beverage,Low
Saturday,Rainy,No,40,Snack,Low
Saturday,Rainy,Yes,41,Snack,Low
Tuesday,Rainy,Yes,40,Meal,Low
Sunday,Rainy,No,50,Meal,High
Thursday,Sunny,No,33,Meal,High
Thursday,Sunny,No,39,Meal,High
Tuesday,Rainy,Yes,43,Beverage,High
Sunday,Sunny,No,41,Meal,Low
Sunday,Cloudy,No,32,Beverage,Low
Monday,Rainy,Yes,35,Meal,High
Sunday,Cloudy,Yes,32,Snack,High
Thursday,Sunny,Yes,51,Meal,Low
Monday,Sunny,Yes,24,Snack,High
Thursday,Cloudy,No,47,Meal,Low
Thursday,Cloudy,No,53,Beverage,Low
Thursday,Sunny,No,34,Beverage,High
Friday,Rainy,No,44,Meal,High
Friday,Rainy,No,52,Beverage,Low
Saturday,Sunny,No,53,Beverage,Low
Saturday,Cloudy,No,60,Beverage,Low
Sunday,Rainy,Yes,30,Meal,High
Sunday,Rainy,No,43,Beverage,High
Monday,Rainy,Yes,24,Beverage,High
Tuesday,Rainy,Yes,52,Beverage,Low
Friday,Cloudy,Yes,57,Beverage,Low
Sunday,Sunny,Yes,58,Snack,Low
Sunday,Cloudy,Yes,45,Beverage,High
Sunday,Sunny,Yes,38,Beverage,Low
Wednesday,Rainy,No,46,Meal,Low
Thursday,Rainy,Yes,49,Meal,Low
Saturday,Sunny,No,47,Beverage,Low
Monday,Cloudy,No,32,Snack,High
Saturday,Rainy,Yes,43,Snack,Low
Sunday,Rainy,Yes,57,Snack,Low
Thursday,Sunny,Yes,23,Meal,High
Sunday,Rainy,Yes,53,Snack,Low
Sunday,Sunny,No,33,Meal,Low
Saturday,Rainy,Yes,22,Meal,High
Sunday,Rainy,Yes,28,Beverage,High
Thursday,Sunny,No,46,Meal,Low
Tuesday,Rainy,No,30,Beverage,High
Thursday,Sunny,Yes,31,Meal,High
Thursday,Cloudy,No,27,Snack,High
Friday,Cloudy,No,33,Snack,Low
Sunday,Sunny,Yes,51,Meal,Low
Thursday,Cloudy,No,21,Snack,High
Friday,Sunny,Yes,24,Beverage,High
Wednesday,Rainy,Yes,53,Beverage,Low
Wednesday,Sunny,No,36,Meal,Low
Wednesday,Rainy,Yes,25,Beverage,High
Tuesday,Cloudy,No,48,Meal,High
Sunday,Rainy,Yes,48,Meal,High
Sunday,Sunny,Yes,48,Meal,High
Saturday,Cloudy,Yes,46,Beverage,Low
Wednesday,Cloudy,Yes,39,Meal,Low
Friday,Cloudy,No,44,Snack,Low
Thursday,Cloudy,No,50,Meal,High
Monday,Cloudy,Yes,48,Snack,Low
Monday,Cloudy,No,48,Meal,High
Friday,Cloudy,Yes,29,Snack,High
Thursday,Cloudy,Yes,20,Beverage,High
Sunday,Cloudy,No,21,Beverage,Low
Friday,Cloudy,Yes,38,Snack,Low
Tuesday,Sunny,No,55,Beverage,Low
Saturday,Sunny,No,32,Snack,High
Friday,Cloudy,No,51,Meal,Low
Thursday,Rainy,Yes,57,Beverage,Low
Wednesday,Rainy,Yes,34,Snack,High
Thursday,Cloudy,Yes,22,Meal,High
Saturday,Sunny,Yes,21,Snack,High
Tuesday,Rainy,No,23,Beverage,High
Thursday,Sunny,Yes,21,Beverage,High
Sunday,Sunny,Yes,55,Beverage,Low
Saturday,Sunny,No,27,Snack,Low
Sunday,Sunny,Yes,22,Meal,High
Saturday,Cloudy,No,44,Beverage,High
Wednesday,Cloudy,Yes,37,Beverage,Low
Saturday,Sunny,Yes,50,Snack,Low
Monday,Rainy,No,28,Snack,Low
Thursday,Sunny,Yes,48,Snack,Low
Sunday,Cloudy,Yes,23,Snack,High
Thursday,Rainy,Yes,34,Beverage,High
Thursday,Rainy,Yes,51,Snack,Low
Friday,Cloudy,No,30,Meal,Low
Sunday,Cloudy,No,57,Beverage,Low
Wednesday,Rainy,Yes,24,Snack,High
Monday,Rainy,Yes,48,Beverage,High
Sunday,Rainy,No,38,Snack,Low
Tuesday,Rainy,No,56,Snack,Low
Tuesday,Sunny,Yes,44,Meal,Low
Saturday,Cloudy,No,44,Snack,Low
Saturday,Rainy,Yes,33,Snack,High
Monday,Rainy,No,59,Snack,Low
Thursday,Cloudy,Yes,23,Beverage,High
Monday,Sunny,No,42,Meal,High
Thursday,Rainy,No,37,Snack,Low
Friday,Rainy,No,23,Meal,Low
Tuesday,Sunny,No,56,Meal,Low
Sunday,Sunny,Yes,38,Snack,Low
Wednesday,Cloudy,Yes,28,Meal,High
Sunday,Sunny,No,31,Snack,Low
Sunday,Rainy,Yes,34,Beverage,High
Tuesday,Cloudy,Yes,24,Snack,High
Friday,Rainy,Yes,40,Beverage,High
Friday,Sunny,No,55,Meal,Low
Saturday,Rainy,Yes,53,Beverage,Low
Saturday,Rainy,Yes,21,Beverage,High
Monday,Sunny,No,21,Snack,Low
Tuesday,Rainy,No,40,Beverage,High
Monday,Cloudy,Yes,29,Snack,High
Monday,Rainy,No,23,Beverage,High
Thursday,Cloudy,No,22,Snack,High
Friday,Cloudy,No,55,Beverage,Low
Saturday,Cloudy,No,24,Meal,High
Friday,Rainy,No,21,Meal,High
Wednesday,Rainy,No,51,Beverage,Low
Saturday,Sunny,Yes,60,Meal,Low
Monday,Sunny,No,51,Meal,Low
Wednesday,Sunny,No,41,Beverage,Low
Wednesday,Sunny,No,57,Meal,Low
Wednesday,Cloudy,No,28,Meal,High
Tuesday,Cloudy,No,23,Meal,High
Tuesday,Sunny,No,46,Beverage,Low
Tuesday,Rainy,Yes,54,Meal,Low
Monday,Cloudy,Yes,20,Meal,High
Tuesday,Sunny,No,58,Beverage,Low
Saturday,Sunny,Yes,50,Snack,High
Wednesday,Rainy,Yes,49,Snack,Low
Thursday,Rainy,Yes,48,Meal,High
Monday,Rainy,Yes,38,Beverage,High
Saturday,Sunny,Yes,33,Meal,High
Tuesday,Cloudy,Yes,59,Beverage,Low
Wednesday,Rainy,No,35,Snack,Low
Friday,Rainy,Yes,22,Snack,High
Thursday,Cloudy,No,48,Snack,Low
Wednesday,Cloudy,Yes,38,Beverage,High
Thursday,Rainy,Yes,50,Beverage,Low
Sunday,Cloudy,No,60,Snack,Low
Monday,Cloudy,Yes,55,Meal,Low
Saturday,Cloudy,Yes,52,Snack,Low
Sunday,Cloudy,Yes,60,Meal,Low
Thursday,Cloudy,Yes,50,Beverage,Low
Tuesday,Rainy,Yes,29,Beverage,High
Friday,Sunny,No,51,Snack,Low
Thursday,Cloudy,Yes,48,Beverage,High
Sunday,Cloudy,No,31,Meal,High
Tuesday,Cloudy,No,26,Meal,High
Sunday,Rainy,Yes,32,Beverage,High
Thursday,Cloudy,No,30,Meal,High
Monday,Sunny,Yes,25,Snack,High
Sunday,Rainy,Yes,50,Snack,Low
Saturday,Cloudy,No,43,Snack,High
Monday,Sunny,Yes,30,Beverage,High
Sunday,Rainy,Yes,26,Snack,High
Tuesday,Rainy,No,45,Meal,High
Tuesday,Rainy,No,39,Meal,High
Thursday,Cloudy,No,25,Beverage,Low
Friday,Cloudy,No,51,Beverage,Low
Wednesday,Rainy,Yes,44,Meal,Low
Thursday,Sunny,No,28,Snack,Low
Wednesday,Sunny,Yes,60,Beverage,Low
Tuesday,Cloudy,No,33,Beverage,High
Tuesday,Sunny,Yes,25,Beverage,High
Sunday,Rainy,Yes,44,Snack,Low
Friday,Rainy,Yes,55,Meal,Low
Saturday,Cloudy,Yes,28,Beverage,High
Saturday,Rainy,Yes,31,Snack,High
Saturday,Sunny,No,36,Snack,Low
Wednesday,Rainy,No,21,Meal,High
Tuesday,Sunny,Yes,50,Snack,Low
Saturday,Cloudy,Yes,35,Snack,High
Monday,Sunny,Yes,59,Meal,Low
Tuesday,Sunny,No,56,Meal,Low
Tuesday,Rainy,No,37,Meal,High
Wednesday,Cloudy,Yes,49,Beverage,Low
Tuesday,Rainy,Yes,28,Meal,High
Saturday,Rainy,Yes,20,Meal,High
Monday,Cloudy,No,26,Meal,Low
Sunday,Rainy,Yes,23,Snack,High
Monday,Rainy,Yes,57,Beverage,Low
Sunday,Rainy,Yes,21,Beverage,High
Sunday,Sunny,No,59,Meal,Low
Wednesday,Cloudy,No,23,Beverage,Low
Sunday,Rainy,No,24,Beverage,Low
Thursday,Cloudy,No,54,Snack,Low
Wednesday,Sunny,Yes,49,Beverage,High
Tuesday,Cloudy,No,40,Snack,Low
Monday,Sunny,Yes,22,Beverage,High
Wednesday,Sunny,Yes,50,Snack,High
Monday,Rainy,Yes,27,Beverage,High
Friday,Rainy,No,41,Beverage,Low
Wednesday,Rainy,Yes,31,Meal,High
Friday,Cloudy,Yes,40,Snack,High
Monday,Cloudy,Yes,33,Meal,High
Wednesday,Cloudy,No,54,Meal,Low
Wednesday,Rainy,Yes,57,Meal,Low
Friday,Sunny,Yes,46,Beverage,Low
Sunday,Sunny,No,21,Beverage,High
Friday,Rainy,No,22,Meal,Low
Wednesday,Cloudy,Yes,20,Snack,High
Friday,Sunny,No,53,Meal,Low
Sunday,Cloudy,Yes,57,Meal,Low
Friday,Sunny,Yes,43,Beverage,Low
Saturday,Cloudy,Yes,32,Meal,High
Wednesday,Cloudy,Yes,55,Meal,Low
Wednesday,Cloudy,No,21,Beverage,Low
Monday,Cloudy,No,31,Meal,High
Saturday,Cloudy,Yes,32,Meal,High
Sunday,Cloudy,Yes,30,Beverage,High
Saturday,Rainy,Yes,38,Beverage,Low
Thursday,Sunny,Yes,40,Beverage,Low
Thursday,Sunny,No,58,Beverage,Low
Wednesday,Rainy,No,33,Beverage,Low
Sunday,Cloudy,No,20,Meal,High
Sunday,Cloudy,No,22,Meal,High
Sunday,Cloudy,No,20,Beverage,Low
Wednesday,Rainy,No,60,Meal,Low
Saturday,Cloudy,No,41,Snack,Low
Friday,Rainy,Yes,56,Beverage,Low
Wednesday,Sunny,No,29,Beverage,High
Saturday,Sunny,Yes,31,Beverage,High
